Country Name,Country Code,Indicator Name,Indicator Code,year,value
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1968,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1968,4895251824.04997
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1968,1037379252.41495
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1968,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1968,286844024984.087
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1968,1592672413.7931
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1968,940225000000.0
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1968,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1968,15350000.0
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1968,10034444444.4444
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1968,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1968,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1968,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1968,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1968,2479011773071.17
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1968,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1968,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1968,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1968,17124793150.0827
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1968,1605857142.85714
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1968,1479599900.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1969,
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1969,42964345101.1725
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1969,
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1969,19301308226.6821
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1969,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1969,
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1969,38564894020.0476
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1969,
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1969,
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1969,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1969,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1969,36683365869.3385
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1969,13701141219.2459
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1969,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1969,190205714.285714
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1969,24019653474.9959
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1969,330748244.539574
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1969,478298645.39382
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1969,8471006437.5
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1969,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1969,
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1969,528137254.901961
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1969,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1969,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1969,47399905.2001896
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1969,164900000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1969,920333333.333333
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1969,141393142.225575
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1969,161210236.44168
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1969,
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1969,77361546.5067537
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1969,188039210.130379
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1969,79405011124.8208
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1969,22442043274.074
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1969,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1969,8359596194.01253
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1969,79705614854.7674
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1969,1361360293.42665
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1969,1100551488.62689
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1969,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1969,265040036.417215
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,1969,6450175213.74923
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,1969,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,1969,853630203.773585
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1969,1408416099.22387
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,1969,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,1969,
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,1969,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,1969,177084689264.145
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,1969,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,1969,15414902266.6667
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,1969,1230500000.0
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,1969,4257253264.08834
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,1969,114096748857.191
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1969,252869271646.281
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,1969,358268396086.123
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,1969,908300581591.624
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1969,3112165727.38342
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,1969,6524455205.81114
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,1969,570281638775.087
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,1969,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1969,37117200723.9474
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,1969,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,1969,2768987371.88775
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,1969,645042628143.752
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,1969,53610325877.9716
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,1969,10176617905.4405
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,1969,182182067.703568
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,1969,141903068680.309
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,1969,70106666.6666667
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,1969,318124701.478771
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,1969,116464702803.218
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,1969,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1969,1961764705.88235
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,1969,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,1969,45168072.2689156
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,1969,67225714.2857143
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,1969,11615655895.4054
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,1969,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,1969,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1969,1715399900.0
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,1969,249300000.0
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1969,2251670738554.68
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1969,3189740055.13982
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,1969,668000050.0
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,1969,34788569876.626
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,1969,
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,1969,391820400.0
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,1969,5412100260.1731
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,1969,557158810956.071
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,1969,637528711300.968
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,1969,75426324755.1024
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,1969,23354029734.1251
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,1969,8337423312.88344
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,1969,53502048769.1425
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,1969,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,1969,58447995017.3333
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,1969,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1969,3902721631.54663
"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,1969,9743089607.49587
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1969,3007758796.89648
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,1969,420945147.630956
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,1969,6261770752.92023
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,1969,100764425165.486
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,1969,1191239047.00876
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,1969,698879720.448112
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,1969,184298841304.667
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,1969,
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,1969,1458379416.64823
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,1969,
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,1969,
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,1969,15850000.0
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,1969,7678698837.59346
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,1969,2769198892.32044
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,1969,
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,1969,
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,1969,
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,1969,306961799.999999
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,1969,4380987480.44937
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,1969,
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,1969,45398307340.8341
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,1969,
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,1969,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1969,1965546218.48739
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,1969,140740972605.245
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,1969,488148069271.331
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,1969,65967973.6128106
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,1969,354454622911.117
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,1969,
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,1969,1245432991.34271
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,1969,
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,1969,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,1969,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,1969,3651622668.95103
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,1969,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,1969,1056391055.59617
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,1969,
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,1969,49272971404.8343
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,1969,32480000000.0
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,1969,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,1969,468893137990.151
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,1969,
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,1969,339913867.092785
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,1969,
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,1969,571854214.589142
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,1969,36404628647.1212
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,1969,
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,1969,
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,1969,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,1969,
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,1969,295062308.493948
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,1969,221553612.918582
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,1969,
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1969,3664552041.34299
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,1969,1097008083538.61
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,1969,
New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,1969,263108841.338416
Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,1969,625867985.273798
Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,1969,6634317346.27306
Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,1969,
Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,1969,34035946908.5614
Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,1969,11136187439.8326
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,1969,788641965.432099
Nauru,NRU,GDP (current US$),NY.GDP.MKTP.CD,1969,
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,1969,5814357966.66154
OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,1969,2191111960224.34
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,1969,239999808.000154
Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,1969,
Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,1969,8683116337.67325
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,1969,1221305700.0
Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,1969,
Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,1969,9571800652.5641
Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,1969,
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,1969,551263864.202218
Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,1969,
Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,1969,39108206586.6364
Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,1969,4460700000.0
"Korea, Dem. People's Rep.",PRK,GDP (current US$),NY.GDP.MKTP.CD,1969,
Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,1969,7287555035.34403
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,1969,556293650.793652
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,1969,
Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,1969,
Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,1969,2133204300143.04
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,1969,242943783.142736
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,1969,
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,1969,
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,1969,
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,1969,188700037.0
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,1969,78860212865.8119
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1969,4485777644.44444
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1969,1848563218.3908
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1969,1245234931.43233
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,1969,1659893767.84419
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,1969,28606411.398041
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,1969,408853541.416567
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,1969,1049400000.0
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,1969,
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,1969,306357284.571429
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,1969,62314473363.1427
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,1969,
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,1969,62326882332.9846
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,1969,
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,1969,
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,1969,259650000.0
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,1969,
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,1969,
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,1969,34016617941.5889
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,1969,105419957.832017
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,1969,16452028.2974887
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,1969,2245011571.98558
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,1969,471635621.561599
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,1969,113979914632.67
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,1969,
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,1969,378091809.603442
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,1969,6695336567.30769
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,1969,
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,1969,
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,1969,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,1969,36067940559.8656
Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,1969,
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,1969,78860212865.8119
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,1969,62326882332.9847
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,1969,779200000.0
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,1969,1289904761.90476
Turkiye,TUR,GDP (current US$),NY.GDP.MKTP.CD,1969,19466666666.6667
Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,1969,
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,1969,5142066811.49029
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,1969,1168556628.86742
Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,1969,
Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,1969,320851329731.323
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1969,2004435483.87097
United States,USA,GDP (current US$),NY.GDP.MKTP.CD,1969,1017438172413.79
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,1969,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,1969,16650000.0
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,1969,10285111111.1111
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,1969,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,1969,
Viet Nam,VNM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,1969,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1969,2735531359708.52
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,1969,
Kosovo,XKX,GDP (current US$),NY.GDP.MKTP.CD,1969,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,1969,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,1969,19256992297.2031
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,1969,1965714285.71429
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1969,1747998800.0
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1970,
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1970,43702318276.3353
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,1970,
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1970,26697107727.5705
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,1970,
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1970,
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,1970,78617711.0965325
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,1970,43095586226.7621
United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,1970,685986701.34692
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,1970,
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1970,
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,1970,
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,1970,
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,1970,41333606613.3771
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,1970,15373005557.0257
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,1970,
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,1970,242732571.428571
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,1970,26706196046.7931
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,1970,333627713.494438
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,1970,458404268.761971
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,1970,8992722166.66667
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,1970,
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,1970,391577364.829337
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,1970,538423153.692615
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,1970,
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,1970,
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,1970,53339893.3202134
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,1970,186300000.0
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,1970,1006833333.33333
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,1970,
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,1970,166210202.810505
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,1970,179078929.315763
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,1970,61812113.0382883
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,1970,96243233.6609837
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,1970,189106529.207011
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1970,88192257632.3093
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1970,
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,1970,24998066773.3821
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,1970,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,1970,9144112431.28214
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,1970,92602634891.6589
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,1970,1455482795.40691
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,1970,1151216992.88095
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,1970,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,1970,274960699.885255
