Country Name,Country Code,Indicator Name,Indicator Code,year,value
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Somalia,SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Suriname,SUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sint Maarten (Dutch part),SXM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Seychelles,SYC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Syrian Arab Republic,SYR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Turks and Caicos Islands,TCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Chad,TCD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Togo,TGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Thailand,THA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Tajikistan,TJK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Turkmenistan,TKM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Timor-Leste,TLS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Tonga,TON,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
South Asia (IDA & IBRD),TSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Trinidad and Tobago,TTO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Tunisia,TUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Turkiye,TUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Tuvalu,TUV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Tanzania,TZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Uganda,UGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Ukraine,UKR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Upper middle income,UMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Uruguay,URY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
United States,USA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Uzbekistan,UZB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
St. Vincent and the Grenadines,VCT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
"Venezuela, RB",VEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
British Virgin Islands,VGB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Virgin Islands (U.S.),VIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Viet Nam,VNM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Vanuatu,VUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
World,WLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Samoa,WSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Kosovo,XKX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
"Yemen, Rep.",YEM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
South Africa,ZAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Zambia,ZMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Zimbabwe,ZWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1966,
Aruba,ABW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Africa Eastern and Southern,AFE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Afghanistan,AFG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Africa Western and Central,AFW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Angola,AGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Albania,ALB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Andorra,AND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Arab World,ARB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
United Arab Emirates,ARE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Argentina,ARG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Armenia,ARM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
American Samoa,ASM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Antigua and Barbuda,ATG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Australia,AUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Austria,AUT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Azerbaijan,AZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Burundi,BDI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Belgium,BEL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Benin,BEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Burkina Faso,BFA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bangladesh,BGD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bulgaria,BGR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bahrain,BHR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Bahamas, The",BHS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bosnia and Herzegovina,BIH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Belarus,BLR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Belize,BLZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bermuda,BMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bolivia,BOL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Brazil,BRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Barbados,BRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Brunei Darussalam,BRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Bhutan,BTN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Botswana,BWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Central African Republic,CAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Canada,CAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Central Europe and the Baltics,CEB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Switzerland,CHE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Channel Islands,CHI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Chile,CHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
China,CHN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cote d'Ivoire,CIV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cameroon,CMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Congo, Dem. Rep.",COD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Congo, Rep.",COG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Colombia,COL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Comoros,COM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cabo Verde,CPV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Costa Rica,CRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Caribbean small states,CSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cuba,CUB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Curacao,CUW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cayman Islands,CYM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cyprus,CYP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Czechia,CZE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Germany,DEU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Djibouti,DJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Dominica,DMA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Denmark,DNK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Dominican Republic,DOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Algeria,DZA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
East Asia & Pacific (excluding high income),EAP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Early-demographic dividend,EAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
East Asia & Pacific,EAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Europe & Central Asia (excluding high income),ECA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Europe & Central Asia,ECS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Ecuador,ECU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Egypt, Arab Rep.",EGY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Euro area,EMU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Eritrea,ERI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Spain,ESP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Estonia,EST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Ethiopia,ETH,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
European Union,EUU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Fragile and conflict affected situations,FCS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Finland,FIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Fiji,FJI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
France,FRA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Faroe Islands,FRO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Micronesia, Fed. Sts.",FSM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Gabon,GAB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
United Kingdom,GBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Georgia,GEO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Ghana,GHA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Gibraltar,GIB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Guinea,GIN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Gambia, The",GMB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Guinea-Bissau,GNB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Equatorial Guinea,GNQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Greece,GRC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Grenada,GRD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Greenland,GRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Guatemala,GTM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Guam,GUM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Guyana,GUY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
High income,HIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Hong Kong SAR, China",HKG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Honduras,HND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Heavily indebted poor countries (HIPC),HPC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Croatia,HRV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Haiti,HTI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Hungary,HUN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
IBRD only,IBD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
IDA & IBRD total,IBT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
IDA total,IDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
IDA blend,IDB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Indonesia,IDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
IDA only,IDX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Isle of Man,IMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
India,IND,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Not classified,INX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Ireland,IRL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Iran, Islamic Rep.",IRN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Iraq,IRQ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Iceland,ISL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Israel,ISR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Italy,ITA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Jamaica,JAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Jordan,JOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Japan,JPN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Kazakhstan,KAZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Kenya,KEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Kyrgyz Republic,KGZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Cambodia,KHM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Kiribati,KIR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
St. Kitts and Nevis,KNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Korea, Rep.",KOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Kuwait,KWT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Latin America & Caribbean (excluding high income),LAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Lao PDR,LAO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Lebanon,LBN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Liberia,LBR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Libya,LBY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
St. Lucia,LCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Latin America & Caribbean,LCN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Least developed countries: UN classification,LDC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Low income,LIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Liechtenstein,LIE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sri Lanka,LKA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Lower middle income,LMC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Low & middle income,LMY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Lesotho,LSO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Late-demographic dividend,LTE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Lithuania,LTU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Luxembourg,LUX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Latvia,LVA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Macao SAR, China",MAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
St. Martin (French part),MAF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Morocco,MAR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Monaco,MCO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Moldova,MDA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Madagascar,MDG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Maldives,MDV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Middle East & North Africa,MEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Mexico,MEX,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Marshall Islands,MHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Middle income,MIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
North Macedonia,MKD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Mali,MLI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Malta,MLT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Myanmar,MMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Middle East & North Africa (excluding high income),MNA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Montenegro,MNE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Mongolia,MNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Northern Mariana Islands,MNP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Mozambique,MOZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Mauritania,MRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Mauritius,MUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Malawi,MWI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Malaysia,MYS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
North America,NAC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Namibia,NAM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
New Caledonia,NCL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Niger,NER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Nigeria,NGA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Nicaragua,NIC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Netherlands,NLD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Norway,NOR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Nepal,NPL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Nauru,NRU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
New Zealand,NZL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
OECD members,OED,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Oman,OMN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Other small states,OSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Pakistan,PAK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Panama,PAN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Peru,PER,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Philippines,PHL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Palau,PLW,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Papua New Guinea,PNG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Poland,POL,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Pre-demographic dividend,PRE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Puerto Rico,PRI,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
"Korea, Dem. People's Rep.",PRK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Portugal,PRT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Paraguay,PRY,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
West Bank and Gaza,PSE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Pacific island small states,PSS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Post-demographic dividend,PST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
French Polynesia,PYF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Qatar,QAT,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Romania,ROU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Russian Federation,RUS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Rwanda,RWA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
South Asia,SAS,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Saudi Arabia,SAU,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sudan,SDN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Senegal,SEN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Singapore,SGP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Solomon Islands,SLB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sierra Leone,SLE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
El Salvador,SLV,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
San Marino,SMR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Somalia,SOM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Serbia,SRB,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sub-Saharan Africa (excluding high income),SSA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
South Sudan,SSD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sub-Saharan Africa,SSF,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Small states,SST,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sao Tome and Principe,STP,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Suriname,SUR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Slovak Republic,SVK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Slovenia,SVN,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sweden,SWE,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Eswatini,SWZ,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Sint Maarten (Dutch part),SXM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Seychelles,SYC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Syrian Arab Republic,SYR,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Turks and Caicos Islands,TCA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Chad,TCD,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
East Asia & Pacific (IDA & IBRD countries),TEA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Europe & Central Asia (IDA & IBRD countries),TEC,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Togo,TGO,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Thailand,THA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Tajikistan,TJK,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
Turkmenistan,TKM,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1967,
